Fiscal Year,Related Govt Units,Organization Group Code,Organization Group,Department Code,Department,Program Code,Program,Character Code,Character,Object Code,Object,Sub-object Code,Sub-object,Fund Type Code,Fund Type,Fund Code,Fund,Fund Category Code,Fund Category,Purchase Order,Supplier & Other Non-Supplier Payees,Vouchers Paid,Vouchers Pending,Encumbrance Balance,Vouchers Pending Retainage,data_as_of,data_loaded_at,Non-Profit Indicator,Contract Number,Contract Title,Purchase Order Date,Purchasing Authority Description
2025,NO,3,Human Welfare & Neighborhood Development,HRC,HRC Human Rights Commission,OPR,Operating,MTL_SUPP,Materials & Supplies,FOOD,Food,546990,Food,GEN_FUND,General Fund,GEN_FUND~10020,GF Continuing Authority Ctrl,3.0,Continuing Projects - Authority Control,Direct Payments,Single Payment Payees,3243566.7,0.0,0.0,0.0,2025/04/30 07:31:33 PM,2026/05/25 03:01:24 AM,,1000031879.0,Tech Mktplc 2.0 Tier 2,2017/08/31,Term Contract
2025,NO,4,Community Health,DPH,DPH Public Health,OPR,Operating,MTL_SUPP,Materials & Supplies,EQUIP_MNTC_SUP,Equipment Mntc Supplies,543410,Communication Supplies,GEN_FUND,General Fund,GEN_FUND~10000,GF Annual Account Ctrl,1.0,Operating,000088164001,AT&T MOBILITY,72.45,0.0,0.0,0.0,2026/04/23 09:19:35 AM,2026/05/25 03:01:24 AM,,1000017986.0,AT&T 2020-23 CALNET Commercial,2024/11/08,RECIPROCAL & OTHER AGREEMENTS WITH PUBLIC AGENCIES
2025,NO,4,Community Health,DPH,DPH Public Health,OPR,Operating,MTL_SUPP,Materials & Supplies,HOSP_CLIN_LAB_SUPP,Hospital: Clinic/Lab Supplies,544410,Medical Supplies,ENT_FUND,Enterprise Funds,ENT_FUND~SFGH_OP_,SFGH-Operating Fund,1.0,Operating,000088280901,MEDLINE INDUSTRIES INC,31.4,0.0,0.0,0.0,2024/12/31 08:07:34 PM,2026/05/25 03:01:24 AM,,,,2024/11/13,
2025,NO,4,Community Health,DPH,DPH Public Health,OPR,Operating,MTL_SUPP,Materials & Supplies,HOSP_CLIN_LAB_SUPP,Hospital: Clinic/Lab Supplies,544990,"Other Hosp, Clinics&Lab Supply",ENT_FUND,Enterprise Funds,ENT_FUND~LHH_OP,LHH-Operating Fund,1.0,Operating,000087673301,MEDLINE INDUSTRIES INC,332.21,0.0,0.0,0.0,2024/11/30 08:08:01 PM,2026/05/25 03:01:24 AM,,,,2024/10/21,
2025,NO,4,Community Health,DPH,DPH Public Health,OPR,Operating,MTL_SUPP,Materials & Supplies,HOSP_CLIN_LAB_SUPP,Hospital: Clinic/Lab Supplies,544410,Medical Supplies,ENT_FUND,Enterprise Funds,ENT_FUND~LHH_OP,LHH-Operating Fund,1.0,Operating,000090792801,MEDLINE INDUSTRIES INC,53.04,0.0,0.0,0.0,2025/03/31 08:11:57 PM,2026/05/25 03:01:24 AM,,,,2025/02/20,
2025,NO,2,"Public Works, Transportation & Commerce",PUC,PUC Public Utilities Commsn,CAP,Capital,NON_PERS_SVCS,Non-Personnel Services,PROF_SPEC_SVC,Professional/Specialized Svcs,527020,Engineering Services,ENT_FUND,Enterprise Funds,ENT_FUND~HH_CPTL_PRJ,Hetchy Capital Projects Fund,0.0,Unspecified,000040355903,PMA DABRI JV LLC,10579.85,0.0,0.0,0.0,2024/11/30 08:08:01 PM,2026/05/25 03:01:24 AM,,1000000220.0,PUC STAFF AUG PRGRM SCHED COST,2023/11/28,"TERM CONTRACT PROFSERV-BID, ENVIRONMENTAL CONSULTING"
2025,NO,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,OPR,Operating,MTL_SUPP,Materials & Supplies,INVENT,Inventories,541100,Inventories-Purchase,ENT_FUND,Enterprise Funds,ENT_FUND~MTA_TRANSIT,Transit,1.0,Operating,000084869201,VORTECH INDUSTRIES,1094.61,0.0,0.0,0.0,2024/09/30 08:13:34 PM,2026/05/25 03:01:24 AM,,,,2024/07/22,MUNICIPAL TRANSPORATION AGENCY AUTHORITY - DOCUMENT BID
2025,NO,4,Community Health,DPH,DPH Public Health,OPR,Operating,MTL_SUPP,Materials & Supplies,HOSP_CLIN_LAB_SUPP,Hospital: Clinic/Lab Supplies,544990,"Other Hosp, Clinics&Lab Supply",ENT_FUND,Enterprise Funds,ENT_FUND~SFGH_OP_,SFGH-Operating Fund,1.0,Operating,000090702801,MEDLINE INDUSTRIES INC,429.6,0.0,0.0,0.0,2025/04/30 08:23:29 PM,2026/05/25 03:01:24 AM,,,,2025/02/16,UNIV HEALTHSYSTEMS CONSORTIUM SERVICES - HEALTH DEPT USE ONLY - DOC BID
2025,NO,2,"Public Works, Transportation & Commerce",PUC,PUC Public Utilities Commsn,OPR,Operating,NON_PERS_SVCS,Non-Personnel Services,OTH_CURR_EXP,Other Current Expenses,535960,Software Licensing Fees,ENT_FUND,Enterprise Funds,ENT_FUND~HH_OP,Hetchy Operating Fund,1.0,Operating,Direct Payments,ALAMEDA ELECTRICAL DISTRIBUTORS INC,39450.0,0.0,0.0,0.0,2025/04/30 07:31:33 PM,2026/05/25 03:01:24 AM,,1000031879.0,Tech Mktplc 2.0 Tier 2,2017/08/31,Term Contract
2025,NO,4,Community Health,DPH,DPH Public Health,OPR,Operating,MTL_SUPP,Materials & Supplies,HOSP_CLIN_LAB_SUPP,Hospital: Clinic/Lab Supplies,544310,Laboratory Supplies,ENT_FUND,Enterprise Funds,ENT_FUND~SFGH_OP_,SFGH-Operating Fund,1.0,Operating,000089441801,MEDLINE INDUSTRIES INC,15.68,0.0,0.0,0.0,2025/01/31 08:25:27 PM,2026/05/25 03:01:24 AM,,,,2024/12/29,
2025,NO,6,General Administration & Finance,TIS,DT  GSA - Technology,CAP,Capital,MTL_SUPP,Materials & Supplies,EQUIP_MNTC_SUP,Equipment Mntc Supplies,543410,Communication Supplies,CPTL_PRJ,Capital Projects Funds,CPTL_PRJ~15780,CPXCF 14 EQ SFTY&EMY RE S2016D,3.0,Continuing Projects - Authority Control,000087857401,INSIGHT PUBLIC SECTOR INC,10005.63,0.0,0.0,0.0,2025/02/28 08:13:19 PM,2026/05/25 03:01:24 AM,,1000031409.0,Tech Marketplace 3.0_$20 mil,2024/10/29,Term Contract
2025,NO,4,Community Health,DPH,DPH Public Health,OPR,Operating,MTL_SUPP,Materials & Supplies,OTH_MATL_SUPP,Other Materials/Supplies,549990,Other Materials & Supplies,ENT_FUND,Enterprise Funds,ENT_FUND~LHH_OP,LHH-Operating Fund,1.0,Operating,000085600201,MEDLINE INDUSTRIES INC,185.2,0.0,0.0,0.0,2024/09/30 08:13:34 PM,2026/05/25 03:01:24 AM,,,,2024/08/13,
2025,NO,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,OPR,Operating,MTL_SUPP,Materials & Supplies,INVENT,Inventories,541100,Inventories-Purchase,ENT_FUND,Enterprise Funds,ENT_FUND~MTA_TRANSIT,Transit,1.0,Operating,000092416101,SANTORA SALES,486.68,0.0,0.0,0.0,2026/04/30 07:03:44 PM,2026/05/25 03:01:24 AM,,1000016622.0,TC83060 Janitorial Supplies,2025/04/22,Term Contract
2025,NO,4,Community Health,DPH,DPH Public Health,OPR,Operating,MTL_SUPP,Materials & Supplies,OTH_MATL_SUPP,Other Materials/Supplies,549510,Other Office Supplies,ENT_FUND,Enterprise Funds,ENT_FUND~SFGH_OP_,SFGH-Operating Fund,1.0,Operating,000086271701,MEDLINE INDUSTRIES INC,5.72,0.0,0.0,0.0,2024/10/31 08:05:59 PM,2026/05/25 03:01:24 AM,,,,2024/09/02,
2025,NO,4,Community Health,DPH,DPH Public Health,OPR,Operating,MTL_SUPP,Materials & Supplies,OTH_MATL_SUPP,Other Materials/Supplies,549510,Other Office Supplies,ENT_FUND,Enterprise Funds,ENT_FUND~SFGH_OP_,SFGH-Operating Fund,1.0,Operating,000089358801,MEDLINE INDUSTRIES INC,5.72,0.0,0.0,0.0,2025/01/31 08:25:27 PM,2026/05/25 03:01:24 AM,,,,2024/12/24,
2025,NO,6,General Administration & Finance,ADM,ADM GSA - City Administrator,CAP,Capital,DEBT_SERVICE,Debt Service,DEBT_INT_OTH_CHGS,Debt Interest & Other Charges,574990,Debt Svc-Admin And Fiscal Chrg,GEN_FUND,General Fund,GEN_FUND~10010,GF Annual Authority Ctrl,2.0,Annual Projects - Authority Control,Direct Payments,US BANK NATIONAL ASSOCIATION,1550.0,0.0,0.0,0.0,2018/08/13 06:01:07 PM,2026/05/25 03:01:24 AM,,,,,ADMIN CODE 21.04(A)(6)-DIRECT PURCHASE BY GENERAL MANAGER OF PUC
2025,NO,3,Human Welfare & Neighborhood Development,ENV,ENV Environment,OPR,Operating,NON_PERS_SVCS,Non-Personnel Services,OTH_CURR_EXP,Other Current Expenses,535990,Other Current Expenses,SP_REV,Special Revenue Funds,SP_REV~13990,SR Solid Waste Non-Project,1.0,Operating,Direct Payments,STAPLES BUSINESS ADVANTAGE,-40.9,0.0,0.0,0.0,2024/10/31 07:22:39 PM,2026/05/25 03:01:24 AM,,1000031208.0,ECN CERF Contra Costa Sub-Regi,,Grant No Bid – compliance with law/contract/funding source
2025,NO,4,Community Health,DPH,DPH Public Health,OPR,Operating,NON_PERS_SVCS,Non-Personnel Services,OTH_CURR_EXP,Other Current Expenses,535210,Freight-Delivery,GEN_FUND,General Fund,GEN_FUND~10000,GF Annual Account Ctrl,1.0,Operating,000088069301,GLOBAL PROTECTION CORP,20.05,0.0,0.0,0.0,2025/06/25 10:46:42 PM,2026/05/25 03:01:24 AM,,1000009655.0,TC60605 DPH Condoms,2024/12/06,Term Contract
2025,NO,4,Community Health,DPH,DPH Public Health,OPR,Operating,MTL_SUPP,Materials & Supplies,HOSP_CLIN_LAB_SUPP,Hospital: Clinic/Lab Supplies,544310,Laboratory Supplies,ENT_FUND,Enterprise Funds,ENT_FUND~SFGH_OP_,SFGH-Operating Fund,1.0,Operating,Direct Payments,CALIFORNIA DEPARTMENT OF PUBLIC HEALTH,170.0,0.0,0.0,0.0,2025/11/30 08:32:36 PM,2026/05/25 03:01:24 AM,,1000036842.0,PUC_HHP_KARBONE_RA_6662_FY26,2025/09/24,ADMIN CODE 21.43 - PURCHASE & SALE OF ELECTRICITY & REL PROD BY PUC - BID
2025,NO,3,Human Welfare & Neighborhood Development,HSA,HSA Human Services Agency,OPR,Operating,AID_ASSIST,Aid Assistance,536610,Spcl Circumstances For Adults,536610,Spcl Circumstances For Adults,GEN_FUND,General Fund,GEN_FUND~10000,GF Annual Account Ctrl,1.0,Operating,Direct Payments,US BANK NATIONAL ASSOCIATION,4203.18,0.0,0.0,0.0,2020/08/31 07:06:33 PM,2026/05/25 03:01:24 AM,,,,,MUNICIPAL TRANSPORATION AGENCY AUTHORITY - DOCUMENT NOT BID
2025,NO,2,"Public Works, Transportation & Commerce",PUC,PUC Public Utilities Commsn,OPR,Operating,NON_PERS_SVCS,Non-Personnel Services,RENTLSE_EQUIP,Rents/Leases-Equipment,531990,Other Equipment Rentals,ENT_FUND,Enterprise Funds,ENT_FUND~SFWD_OP,SFWD-Operating Fund,2.0,Annual Projects - Authority Control,Direct Payments,RECOLOGY SUNSET SCAVENGER COMPANY,9562.26,0.0,0.0,0.0,2024/06/20 07:23:39 PM,2026/05/25 03:01:24 AM,,1000017973.0,SECURITY PROGRAM FOR BANKING,2018/05/23,"TERM CONTRACT PROFSERV-BID, ENVIRONMENTAL CONSULTING"
2025,NO,1,Public Protection,CRT,CRT Superior Court,OPR,Operating,NON_PERS_SVCS,Non-Personnel Services,COURT_FEES_OTH_COMP,Court Fees and Other Comp,526110,Attorney Fees-Criminal,GEN_FUND,General Fund,GEN_FUND~10000,GF Annual Account Ctrl,1.0,Operating,Direct Payments,LAW OFFICE OF SARAH POTTER,14538.23,0.0,0.0,0.0,2021/09/30 07:15:14 PM,2026/05/25 03:01:24 AM,,,,,REDEVELOPMENT - DOCUMENT BID
2025,NO,2,"Public Works, Transportation & Commerce",PUC,PUC Public Utilities Commsn,OPR,Operating,MTL_SUPP,Materials & Supplies,EQUIP_MNTC_SUP,Equipment Mntc Supplies,543310,Vehicle Parts-Supplies,ENT_FUND,Enterprise Funds,ENT_FUND~SFWD_OP,SFWD-Operating Fund,1.0,Operating,Direct Payments,TFB GLOBAL LLC,0.0,-30612.48,0.0,0.0,2026/04/30 07:04:48 PM,2026/05/25 03:01:24 AM,,1000001791.0,Printing Bindery And Mailing S,2017/09/18,PROP Q AUTHORITY NOT BID
2025,NO,2,"Public Works, Transportation & Commerce",PUC,PUC Public Utilities Commsn,OPR,Operating,NON_PERS_SVCS,Non-Personnel Services,OTH_CURR_EXP,Other Current Expenses,535960,Software Licensing Fees,ENT_FUND,Enterprise Funds,ENT_FUND~PUC_OP,PUC Operating Fund,1.0,Operating,000081774702,MYTHICS LLC dba MYTHICS VIII LLC,616358.93,0.0,0.0,0.0,2025/05/28 02:35:30 PM,2026/05/25 03:01:24 AM,,1000020990.0,Citywide Oracle Lic & Support,2024/04/08,RELEASE AGAINST A CITY OR DEPARTMENTAL BLANK PURCHASE ORDER
2025,NO,4,Community Health,DPH,DPH Public Health,OPR,Operating,MTL_SUPP,Materials & Supplies,OTH_MATL_SUPP,Other Materials/Supplies,549510,Other Office Supplies,ENT_FUND,Enterprise Funds,ENT_FUND~LHH_OP,LHH-Operating Fund,1.0,Operating,000092125401,MEDLINE INDUSTRIES INC,1.52,0.0,0.0,0.0,2025/05/31 08:10:34 PM,2026/05/25 03:01:24 AM,,,,2025/04/10,
2025,NO,2,"Public Works, Transportation & Commerce",ECN,ECN Economic & Wrkfrce Dvlpmnt,OPR,Operating,CITY_GR_PROG,City Grant Program,538400,Rebate Programs,538400,Rebate Programs,GEN_FUND,General Fund,GEN_FUND~10020,GF Continuing Authority Ctrl,3.0,Continuing Projects - Authority Control,Direct Payments,781 Beach Street Property LP,309487.68,0.0,0.0,0.0,2025/09/30 07:04:36 PM,2026/05/25 03:01:24 AM,,,,2017/08/12,UNIV HEALTHSYSTEMS CONSORTIUM SERVICES - HEALTH DEPT USE ONLY - DOC BID
2025,NO,4,Community Health,DPH,DPH Public Health,OPR,Operating,MTL_SUPP,Materials & Supplies,HOSP_CLIN_LAB_SUPP,Hospital: Clinic/Lab Supplies,544990,"Other Hosp, Clinics&Lab Supply",ENT_FUND,Enterprise Funds,ENT_FUND~SFGH_OP_,SFGH-Operating Fund,1.0,Operating,000089922901,JOHNSON & JOHNSON HEALTH CARE SYS INC,2600.66,0.0,0.0,0.0,2025/02/28 08:13:19 PM,2026/05/25 03:01:24 AM,,,,2025/01/17,UNIV HEALTHSYSTEMS CONSORTIUM SERVICES - HEALTH DEPT USE ONLY - DOC BID
2025,NO,4,Community Health,DPH,DPH Public Health,OPR,Operating,MTL_SUPP,Materials & Supplies,OTH_MATL_SUPP,Other Materials/Supplies,549510,Other Office Supplies,ENT_FUND,Enterprise Funds,ENT_FUND~SFGH_OP_,SFGH-Operating Fund,1.0,Operating,000088153401,MEDLINE INDUSTRIES INC,5.72,0.0,0.0,0.0,2024/12/31 08:07:34 PM,2026/05/25 03:01:24 AM,,,,2024/11/07,
2025,NO,5,Culture & Recreation,REC,REC Recreation & Park Commsn,OPR,Operating,NON_PERS_SVCS,Non-Personnel Services,OTH_CURR_EXP,Other Current Expenses,535710,Subscriptions,SP_REV,Special Revenue Funds,SP_REV~13350,Open Space & Park-Annual Proj,2.0,Annual Projects - Authority Control,Direct Payments,S F CHRONICLE- DIV OF HEARST COMMCTN INC,1700.0,0.0,0.0,0.0,2018/08/06 12:00:00 AM,2026/05/25 03:01:24 AM,,1000001959.0,WATER HEATERS,2018/06/04,OPEN MARKET PURCHASES
2025,NO,4,Community Health,DPH,DPH Public Health,OPR,Operating,MTL_SUPP,Materials & Supplies,OTH_MATL_SUPP,Other Materials/Supplies,549990,Other Materials & Supplies,ENT_FUND,Enterprise Funds,ENT_FUND~SFGH_OP_,SFGH-Operating Fund,1.0,Operating,000091749701,MEDLINE INDUSTRIES INC,21.54,0.0,0.0,0.0,2025/04/30 08:23:29 PM,2026/05/25 03:01:24 AM,,,,2025/03/27,
2025,NO,4,Community Health,DPH,DPH Public Health,OPR,Operating,NON_PERS_SVCS,Non-Personnel Services,COURT_FEES_OTH_COMP,Court Fees and Other Comp,526990,Other Fees,ENT_FUND,Enterprise Funds,ENT_FUND~SFGH_OP_,SFGH-Operating Fund,1.0,Operating,Direct Payments,DEPARTMENT OF HEALTH AND HUMAN SERVICES,165280.0,0.0,0.0,0.0,2026/04/30 07:04:48 PM,2026/05/25 03:01:24 AM,,1000001791.0,Printing Bindery And Mailing S,2017/09/18,PROP Q AUTHORITY NOT BID
2025,NO,4,Community Health,DPH,DPH Public Health,OPR,Operating,MTL_SUPP,Materials & Supplies,HOSP_CLIN_LAB_SUPP,Hospital: Clinic/Lab Supplies,544930,Cleaning Supplies,ENT_FUND,Enterprise Funds,ENT_FUND~SFGH_OP_,SFGH-Operating Fund,1.0,Operating,000093980201,MEDLINE INDUSTRIES INC,76.4,0.0,0.0,0.0,2025/06/23 01:47:04 PM,2026/05/25 03:01:24 AM,,,,2025/06/18,
2025,NO,5,Culture & Recreation,ART,ART Arts Commission,OPR,Operating,NON_PERS_SVCS,Non-Personnel Services,PROF_SPEC_SVC,Professional/Specialized Svcs,527830,Stipends,SP_REV,Special Revenue Funds,SP_REV~11740,SR Arts Com-Public Arts,3.0,Continuing Projects - Authority Control,Direct Payments,Harumo Sato/Harumo Bakery,6000.0,0.0,0.0,0.0,2018/08/06 12:00:00 AM,2026/05/25 03:01:24 AM,,1000001959.0,WATER HEATERS,2018/06/04,OPEN MARKET PURCHASES
2025,NO,6,General Administration & Finance,MYR,MYR Mayor,OPR,Operating,NON_PERS_SVCS,Non-Personnel Services,MEMBER_FEE,Membership Fees,524010,Membership Fees,SP_REV,Special Revenue Funds,SP_REV~10795,SR Housing Trust Fund,3.0,Continuing Projects - Authority Control,Direct Payments,Grounded Solutions Network,10320.0,0.0,0.0,0.0,2025/03/31 07:26:53 PM,2026/05/25 03:01:24 AM,X,1000007655.0,MTA-Ambassador Svcs-LCL,2020/04/01,MUNICIPAL TRANSPORATION AGENCY AUTHORITY - DOCUMENT BID
2025,NO,5,Culture & Recreation,REC,REC Recreation & Park Commsn,CAPCP,Capital-CPC Funded,MTL_SUPP,Materials & Supplies,BLDG_CNST_SUP,Building/Construction Supplies,542610,Plumbing Supplies,SP_REV,Special Revenue Funds,SP_REV~13360,SR Open Space-Continuing,3.0,Continuing Projects - Authority Control,000090167201,FAVOUR PC,8418.44,0.0,0.0,0.0,2025/06/09 04:54:59 PM,2026/05/25 03:01:24 AM,,,,2025/01/27,PROP Q AUTHORITY NOT BID
2025,NO,2,"Public Works, Transportation & Commerce",PRT,PRT Port,OPR,Operating,NON_PERS_SVCS,Non-Personnel Services,ENT_PROMO,Entertainment and Promotion,525010,Promotional & Entertainmnt Exp,ENT_FUND,Enterprise Funds,ENT_FUND~PRT_OP,Port Operating,1.0,Operating,Direct Payments,BAY PLANNING COALITION,60000.0,0.0,0.0,0.0,2025/09/30 07:04:36 PM,2026/05/25 03:01:24 AM,X,,,2017/08/12,UNIV HEALTHSYSTEMS CONSORTIUM SERVICES - HEALTH DEPT USE ONLY - DOC BID
2025,NO,4,Community Health,DPH,DPH Public Health,OPR,Operating,MTL_SUPP,Materials & Supplies,OTH_MATL_SUPP,Other Materials/Supplies,549990,Other Materials & Supplies,ENT_FUND,Enterprise Funds,ENT_FUND~SFGH_OP_,SFGH-Operating Fund,1.0,Operating,000089052201,MEDLINE INDUSTRIES INC,44.4,0.0,0.0,0.0,2025/01/31 08:25:27 PM,2026/05/25 03:01:24 AM,,,,2024/12/12,
2025,NO,1,Public Protection,DEM,DEM Emergency Management,OPR,Operating,MTL_SUPP,Materials & Supplies,OTH_MATL_SUPP,Other Materials/Supplies,549510,Other Office Supplies,GEN_FUND,General Fund,GEN_FUND~10000,GF Annual Account Ctrl,1.0,Operating,000089791801,GRAINGER,87.47,0.0,0.0,0.0,2025/06/28 11:43:22 AM,2026/05/25 03:01:24 AM,,1000030381.0,TC74106A Industrial Supplies,2025/01/15,RELEASE AGAINST A CITY OR DEPARTMENTAL BLANK PURCHASE ORDER
2025,NO,4,Community Health,DPH,DPH Public Health,OPR,Operating,MTL_SUPP,Materials & Supplies,HOSP_CLIN_LAB_SUPP,Hospital: Clinic/Lab Supplies,544990,"Other Hosp, Clinics&Lab Supply",ENT_FUND,Enterprise Funds,ENT_FUND~SFGH_OP_,SFGH-Operating Fund,1.0,Operating,000093009101,MEDLINE INDUSTRIES INC,86.54,0.0,0.0,0.0,2025/06/12 06:59:34 PM,2026/05/25 03:01:24 AM,,,,2025/05/13,
2025,NO,4,Community Health,DPH,DPH Public Health,OPR,Operating,MTL_SUPP,Materials & Supplies,SAFETY,Safety,545990,Other Safety Expenses,ENT_FUND,Enterprise Funds,ENT_FUND~SFGH_OP_,SFGH-Operating Fund,1.0,Operating,000089442001,MEDLINE INDUSTRIES INC,614.82,0.0,0.0,0.0,2025/01/31 08:25:27 PM,2026/05/25 03:01:24 AM,,,,2024/12/29,
2025,NO,4,Community Health,DPH,DPH Public Health,OPR,Operating,MTL_SUPP,Materials & Supplies,HOSP_CLIN_LAB_SUPP,Hospital: Clinic/Lab Supplies,544610,Pharmaceutical,ENT_FUND,Enterprise Funds,ENT_FUND~SFGH_OP_,SFGH-Operating Fund,1.0,Operating,000086289401,MEDLINE INDUSTRIES INC,73.7,0.0,0.0,0.0,2024/10/31 08:05:59 PM,2026/05/25 03:01:24 AM,,,,2024/09/03,
2025,NO,2,"Public Works, Transportation & Commerce",PUC,PUC Public Utilities Commsn,OPR,Operating,MTL_SUPP,Materials & Supplies,BLDG_CNST_SUP,Building/Construction Supplies,542810,Small Tools And Intruments,ENT_FUND,Enterprise Funds,ENT_FUND~SFWD_OP,SFWD-Operating Fund,1.0,Operating,Direct Payments,M S C INDUSTRIAL SUPPLY COMPANY INC,-593.92,0.0,0.0,0.0,2025/11/30 08:32:36 PM,2026/05/25 03:01:24 AM,,1000036842.0,PUC_HHP_KARBONE_RA_6662_FY26,2025/09/24,ADMIN CODE 21.43 - PURCHASE & SALE OF ELECTRICITY & REL PROD BY PUC - BID
2025,NO,4,Community Health,DPH,DPH Public Health,OPR,Operating,NON_PERS_SVCS,Non-Personnel Services,RENTLSE_EQUIP,Rents/Leases-Equipment,531410,Medical Equipment Rental,ENT_FUND,Enterprise Funds,ENT_FUND~SFGH_OP_,SFGH-Operating Fund,1.0,Operating,000092920901,SIEMENS FINANCIAL SERVICES INC,1871.33,0.0,0.0,0.0,2025/08/31 08:13:13 PM,2026/05/25 03:01:24 AM,,1000029326.0,DPH- Artis Q Ceiling,2025/05/12,UNIV HEALTHSYSTEMS CONSORTIUM SERVICES - HEALTH DEPT USE ONLY
2025,NO,4,Community Health,DPH,DPH Public Health,OPR,Operating,NON_PERS_SVCS,Non-Personnel Services,PROF_SPEC_SVC,Professional/Specialized Svcs,527990,Other Professional Services,SP_REV,Special Revenue Funds,SP_REV~11630,SR Public Health,3.0,Continuing Projects - Authority Control,000075662701,REGENTS UNIV OF CALIF / SF,54279.44,0.0,0.0,0.0,2025/03/31 08:11:57 PM,2026/05/25 03:01:24 AM,X,1000024523.0,DPH Employment for A/AOA,2025/02/11,"TERM CONTRACT PROFSERV-BID, ENVIRONMENTAL CONSULTING"
2025,NO,1,Public Protection,SHF,SHF Sheriff,OPR,Operating,NON_PERS_SVCS,Non-Personnel Services,PROF_SPEC_SVC,Professional/Specialized Svcs,527030,Transportation Services,GEN_FUND,General Fund,GEN_FUND~10000,GF Annual Account Ctrl,1.0,Operating,Direct Payments,P-CARD ONLY US BANK N.A. - SHF,15430.77,0.0,0.0,0.0,2023/09/30 07:16:37 PM,2026/05/25 03:01:24 AM,,,,,PROP Q AUTHORITY WITH BID
2025,NO,3,Human Welfare & Neighborhood Development,CHF,CHF Children;Youth & Families,OPR,Operating,CITY_GR_PROG,City Grant Program,538010,Community Based Org Srvcs,538010,Community Based Org Srvcs,GEN_FUND,General Fund,GEN_FUND~10060,GF Work Order,5.0,Work Orders/Overhead,000085586203,CENTER ON JUVENILE & CRIMINAL JUSTICE,20919.97,0.0,0.0,0.0,2026/05/15 01:10:53 PM,2026/05/25 03:01:24 AM,X,1000032519.0,CHF-GA-Youth Justice-24-29,2025/01/14,Grant Competitive Solicitation
2025,NO,4,Community Health,DPH,DPH Public Health,OPR,Operating,MTL_SUPP,Materials & Supplies,HOSP_CLIN_LAB_SUPP,Hospital: Clinic/Lab Supplies,544990,"Other Hosp, Clinics&Lab Supply",ENT_FUND,Enterprise Funds,ENT_FUND~SFGH_OP_,SFGH-Operating Fund,1.0,Operating,000091076401,MEDLINE INDUSTRIES INC,38.46,0.0,0.0,0.0,2025/04/30 08:23:29 PM,2026/05/25 03:01:24 AM,,,,2025/03/02,
2025,NO,4,Community Health,DPH,DPH Public Health,OPR,Operating,MTL_SUPP,Materials & Supplies,HOSP_CLIN_LAB_SUPP,Hospital: Clinic/Lab Supplies,544310,Laboratory Supplies,ENT_FUND,Enterprise Funds,ENT_FUND~SFGH_OP_,SFGH-Operating Fund,1.0,Operating,000088713701,MEDLINE INDUSTRIES INC,4.62,0.0,0.0,0.0,2025/01/31 08:25:27 PM,2026/05/25 03:01:24 AM,,,,2024/12/01,
2025,NO,4,Community Health,DPH,DPH Public Health,OPR,Operating,MTL_SUPP,Materials & Supplies,HOSP_CLIN_LAB_SUPP,Hospital: Clinic/Lab Supplies,544310,Laboratory Supplies,ENT_FUND,Enterprise Funds,ENT_FUND~SFGH_OP_,SFGH-Operating Fund,1.0,Operating,000089012501,MEDLINE INDUSTRIES INC,5.7,0.0,0.0,0.0,2025/01/31 08:25:27 PM,2026/05/25 03:01:24 AM,,,,2024/12/11,
2025,NO,4,Community Health,DPH,DPH Public Health,OPR,Operating,MTL_SUPP,Materials & Supplies,SAFETY,Safety,545310,Uniforms,ENT_FUND,Enterprise Funds,ENT_FUND~LHH_OP,LHH-Operating Fund,1.0,Operating,000090559901,MEDLINE INDUSTRIES INC,44.37,0.0,0.0,0.0,2025/03/31 08:11:57 PM,2026/05/25 03:01:24 AM,,,,2025/02/11,
2025,NO,5,Culture & Recreation,ART,ART Arts Commission,OPR,Operating,NON_PERS_SVCS,Non-Personnel Services,PROF_SPEC_SVC,Professional/Specialized Svcs,527830,Stipends,SP_REV,Special Revenue Funds,SP_REV~11750,SR Arts Com-Strt Artist Prog,3.0,Continuing Projects - Authority Control,Direct Payments,Lisa Liu,200.0,0.0,0.0,0.0,2020/07/31 07:05:04 PM,2026/05/25 03:01:24 AM,,1000018425.0,REG21-08: Election Parking,2020/07/08,CALIFORNIA SECRETARY OF STATE ELECTION CODE SECTION 13001(A)
2025,NO,1,Public Protection,FIR,FIR Fire Department,OPR,Operating,MTL_SUPP,Materials & Supplies,EQUIP_MNTC_SUP,Equipment Mntc Supplies,543310,Vehicle Parts-Supplies,GEN_FUND,General Fund,GEN_FUND~10000,GF Annual Account Ctrl,1.0,Operating,Direct Payments,P-CARD ONLY US BANK N.A. - FIR,9479.12,0.0,0.0,0.0,2020/10/31 07:08:40 PM,2026/05/25 03:01:24 AM,,1000018269.0,HSA0679 COVID19 Hotel Rooms,,CHAPTER 21 EMERGENCY PROCUREMENT
